,headline,Date Published,keywords,Covid 1st keyword,Contains covid keyword
1721,A Crisis Inside the Navy,2020-04-08T09:51:17+0000,"Coronavirus (2019-nCoV);Aircraft Carriers;Crozier, Brett E;Modly, Thomas B;Roosevelt, Theodore;Schmitt, Eric;Quarantines;USS Theodore Roosevelt (CVN-71) (Ship)",False,True
1722,"In Italy, Coronavirus Books Rush to Publication",2020-04-09T14:40:54+0000,"Books and Literature;Writing and Writers;Coronavirus (2019-nCoV);Epidemics;Book Trade and Publishing;Giordano, Paolo (1982- );Italy;How Contagion Works: Science, Awareness and Community in Times of Global Crises (Book);Burioni, Roberto",False,True
1723,You Can’t Spell Creative Without A.I.,2020-04-08T09:00:25+0000,ARTIFICIAL INTELLIGENCE;Creativity;Software;Language and Languages;Coronavirus (2019-nCoV),False,True
1724,Can Bernie Sanders and Joe Biden Unite the Democratic Party?,2020-04-09T09:00:14+0000,"Democratic Party;Biden, Joseph R Jr;Sanders, Bernard;Presidential Election of 2020;Presidential Election of 2016;Polls and Public Opinion;Voting and Voters;Trump, Donald J;United States Politics and Government;Coronavirus (2019-nCoV)",True,True
1725,"The Lure and Lore of Corned Ham, a Salty Slice of North Carolina",2020-04-07T09:00:19+0000,"Ham;Cooking and Cookbooks;Restaurants;Chefs;Easter and Holy Week;Crook's Corner (Chapel Hill, NC, Restaurant);Smith, Bill (Chef);North Carolina",True,True
1726,Five Swipes on Stress Management,2020-04-07T16:50:08+0000,,True,True
1727,Five Swipes on Stress Management,2020-04-07T16:50:08+0000,,True,True
1728,"Thanks to A.I., Machines Get a Taste for the Right Kinds of Food",2020-04-08T09:00:30+0000,ARTIFICIAL INTELLIGENCE;Food;Agriculture and Farming,False,False
1729,Word + Quiz: chthonic,2020-04-07T06:00:01+0000,,False,False
1730,Pandemic Projects,2020-04-07T07:00:01+0000,,False,False
1731,"Lesson of the Day: ‘When Humans Are Sheltered in Place, Wild Animals Will Play’",2020-04-07T08:00:01+0000,,False,False
1732,Creating ‘an Oasis’ in Atlanta,2020-04-07T09:00:30+0000,Real Estate and Housing (Residential);Interior Design and Furnishings;Home Repairs and Improvements;Restoration and Renovation;Furniture;Atlanta (Ga),False,False
1733,What’s on TV Tuesday: ‘Schitt’s Creek’ and ‘What You Gonna Do’,2020-04-07T05:00:06+0000,Movies;Television,False,False
1734,The State of Things,2020-04-07T02:00:02+0000,"Crossword Puzzles;Evans, Trent (Crossword Constructor)",False,False
1735,Paris Installs a Curfew on Outdoor Sports,2020-04-07T16:43:59+0000,"Gambling;Table Tennis;Coronavirus (2019-nCoV);White, Dana (1969- );Paris (France)",False,False
1736,When Will There Be a Treatment for the Coronavirus?,2020-04-07T22:00:04+0000,Coronavirus (2019-nCoV);Viruses;Emergency Medical Treatment;Drugs (Pharmaceuticals);Vaccination and Immunization,False,False
1737,When Will There Be a Treatment for the Coronavirus?,2020-04-07T22:00:04+0000,Coronavirus (2019-nCoV);Viruses;Emergency Medical Treatment;Drugs (Pharmaceuticals);Vaccination and Immunization,False,True
1738,Winging It,2020-04-08T02:00:02+0000,Crossword Puzzles,False,False
1739,"In Wisconsin, Putting Lives at Risk to Vote",2020-04-07T18:36:28+0000,Wisconsin;Coronavirus (2019-nCoV);Elections,False,False
1740,Stuck in Paradise,2020-04-08T07:00:04+0000,,False,False
1741,"Lesson of the Day: ‘When Humans Are Sheltered in Place, Wild Animals Will Play’",2020-04-07T08:00:01+0000,,False,False
1742,Paris Installs a Curfew on Outdoor Sports,2020-04-07T16:43:59+0000,"Gambling;Table Tennis;Coronavirus (2019-nCoV);White, Dana (1969- );Paris (France)",False,True
1743,Easter Delivery From Adam Leonti’s Latest Project,2020-04-07T14:31:48+0000,"Cooking and Cookbooks;Restaurants;Easter and Holy Week;Leonti, Adam;Coronavirus (2019-nCoV);Quarantines",False,True
1744,Passover Under Lockdown: Israeli Jews Revise the Rituals,2020-04-07T16:16:37+0000,Passover;Jews and Judaism;Politics and Government;Travel Warnings;Rabbis;Videophones and Videoconferencing;Coronavirus (2019-nCoV);Israel;Jerusalem (Israel),False,True
1745,Fiction Podcasts to Get Lost In,2020-04-07T19:10:46+0000,Podcasts;Wooden Overcoats (Radio Program);Exeter (Radio Program);King Falls AM (Radio Program);We're Alive (Radio Program);Wolf 359 (Radio Program);Margaritas & Donuts (Radio Program);Childish: The Podcast Musical (Radio Program),False,True
1746,"Bodegas, Now More Than Ever",2020-04-09T12:16:46+0000,Convenience Stores;Supermarkets and Grocery Stores;Coronavirus (2019-nCoV);New York City,False,True
1747,You Can Adapt It All,2020-04-08T14:30:01+0000,Cooking and Cookbooks,False,True
1748,"Happy 30th Anniversary, ‘Twin Peaks.’ Go Down the Rabbit Hole.",2020-04-08T09:15:29+0000,"Television;ABC INC;Showtime;MacLachlan, Kyle;Twin Peaks (TV Program);Twin Peaks: The Return (TV Program)",False,True
1749,"With Museums Empty, Security Experts Hope Thieves Stay Home, Too",2020-04-07T09:00:22+0000,"Museums;Security and Warning Systems;Guards;Robberies and Thefts;Art;Guggenheim, Solomon R, Museum;Metropolitan Museum of Art;Museum of Fine Arts (Houston);Coronavirus (2019-nCoV);Shutdowns (Institutional)",False,True
1750,"Idelle Weber, Who Stretched the Meaning of Pop Art, Dies at 88",2020-04-07T21:26:24+0000,"Weber, Idelle;Deaths (Obituaries);Art",False,True
1751,Why Animal Crossing Is the Game for the Coronavirus Moment,2020-04-07T09:00:22+0000,Computer and Video Games;Coronavirus (2019-nCoV);Millennial Generation;Animal Crossing: New Horizons (Video Game),False,True
1752,Word + Quiz: demotic,2020-04-09T06:00:01+0000,,False,False
1753,"Trade Forecast, Bernie Sanders, India’s Air: Your Thursday Briefing",2020-04-08T20:12:56+0000,,False,False
1754,"In Trump’s Marathon Briefings, the Answers and the Message Are Often Contradictory",2020-04-08T22:39:40+0000,"Trump, Donald J;Coronavirus (2019-nCoV);World Health Organization;United States Politics and Government;Xi Jinping;Cuomo, Andrew M;China",False,False
1755,"Raising a Glass, Remotely",2020-04-08T09:00:31+0000,"Wines;Social Media;Travel and Vacations;Video Recordings, Downloads and Streaming;Napa (Calif);Sonoma County (Calif)",False,True
1756,"Saudi Arabia Declares Cease-Fire in Yemen, Citing Fears of Coronavirus",2020-04-08T21:09:11+0000,Coronavirus (2019-nCoV);Saudi Arabia;Yemen;Houthis;United Nations;Defense and Military Forces,False,True
1757,"Under Fire for Trades, Kelly Loeffler Says She Will Divest From Individual Stocks",2020-04-08T21:54:43+0000,"United States Politics and Government;Elections, Senate;Coronavirus (2019-nCoV);Stocks and Bonds;Senate;Loeffler, Kelly L;Collins, Douglas A (1966- );Burr, Richard M;Georgia",False,True
1758,"E.U. Backs Half-Trillion Euro Stimulus, but Balks at Pooling Debt",2020-04-09T23:19:05+0000,Coronavirus (2019-nCoV);Economic Conditions and Trends;European Union;Eurozone;Politics and Government;Europe;European Sovereign Debt Crisis (2010- ),False,False
1759,Bernie Sanders Makes His First Post-Dropout Appearance on ‘The Late Show’,2020-04-09T06:33:45+0000,"Biden, Joseph R Jr;Colbert, Stephen;Kimmel, Jimmy;Noah, Trevor (1984- );Sanders, Bernard;Trump, Donald J;Conan (TV Program);Late Show with Stephen Colbert (TV Program);The Daily Show with Trevor Noah (TV Program)",False,False
1760,"What Bernie Sanders Accomplished, and What He Didn’t",2020-04-09T20:18:05+0000,"Sanders, Bernard;Democratic Party;Coronavirus (2019-nCoV);Criminal Justice;Books and Literature;Writing and Writers",False,False
1761,U.S. Intelligence Contractors Say Virus Relief Funding Rules Fall Short,2020-04-09T22:31:57+0000,"Espionage and Intelligence Services;Classified Information and State Secrets;Government Contracts and Procurement;Quarantines;United States Defense and Military Forces;Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV);United States Politics and Government;Law and Legislation;Wages and Salaries;Defense Department;Office of the Director of National Intelligence",False,True
1762,The Farm-to-Table Connection Comes Undone,2020-04-09T14:48:44+0000,Agriculture and Farming;Shutdowns (Institutional);Restaurants;Local Food;Ranches;Coronavirus (2019-nCoV);Supermarkets and Grocery Stores;United States,False,True
1763,"With a Face Mask Photo, Melania Trump Highlights Her Husband’s Reluctance to Wear One",2020-04-09T22:21:51+0000,"Coronavirus (2019-nCoV);White House Building (Washington, DC);Masks;Twitter;Grisham, Stephanie;Trump, Donald J;Trump, Melania;United States Politics and Government",False,True
1764,C.D.C. Releases Early Demographic Snapshot of Worst Coronavirus Cases,2020-04-09T01:03:15+0000,"Centers for Disease Control and Prevention;Coronavirus (2019-nCoV);Black People;Population;AGE, CHRONOLOGICAL;Research;your-feed-healthcare",True,True
1765,"Jailed on a Minor Parole Violation, He Caught the Virus and Died",2020-04-09T22:25:34+0000,Probation and Parole;Prisons and Prisoners;Coronavirus (2019-nCoV);Quarantines;Curfews;Bellevue Hospital Center;Correction Department (NYC);Correctional Health Services;Rikers Island Prison Complex;New York City;New York State,True,True
1766,How Long Does It Take to Binge-Watch Every Real Estate TV Show?,2020-04-09T13:30:05+0000,Real Estate and Housing (Residential);House Hunters (TV Program);THIS OLD HOUSE (TV PROGRAM),True,True
1767,How Has the Coronavirus Changed How You Use the Internet?,2020-04-09T12:23:19+0000,,True,True
1768,Poem: Fiction Versus Nonfiction,2020-04-09T05:42:26+0000,"Poetry and Poets;Beardslee, Lois",False,True
1769,The T List: Five Things We Recommend This Week,2020-04-09T13:00:04+0000,"Art;Hair;Beauty Salons;Grilling (Cooking);Fashion and Apparel;Met Breuer;Taseer, Aatish",False,True
1770,Winging It,2020-04-08T02:00:02+0000,Crossword Puzzles,False,True
1771,Passover Under Lockdown: Israeli Jews Revise the Rituals,2020-04-07T16:16:37+0000,Passover;Jews and Judaism;Politics and Government;Travel Warnings;Rabbis;Videophones and Videoconferencing;Coronavirus (2019-nCoV);Israel;Jerusalem (Israel),False,True
1772,"Outdoor Oysters and Beer? Still on Ice, With Summer Nowhere in Sight",2020-04-07T15:21:24+0000,"Summer (Season);Restaurants;Food;Festivals;Layoffs and Job Reductions;Celebrate Brooklyn (Festival);Labor and Jobs;Grand Banks (Boat Restaurant);Island Oyster (Governors Island, NY, Restaurant);Smorgasburg (Brooklyn Flea);Off the Grid Services LLC;New York City;United States;Coronavirus (2019-nCoV)",False,True
1773,Garlicky Braised Greens for When That Vegetable Craving Hits,2020-04-07T16:53:32+0000,Cooking and Cookbooks;Vegetables;Olive Oil;Garlic;Coronavirus (2019-nCoV);Quarantines,False,False
1774,Coronavirus Invades Saudi Inner Sanctum,2020-04-08T16:33:45+0000,"Coronavirus (2019-nCoV);Pilgrimages;Foreign Workers;Saudi Arabia;Faisal bin Abdulaziz Al Saud, King of Saudi Arabia;Mohammed bin Salman (1985- );Muslims and Islam",False,False
1775,"A Home Version of Trisha Brown’s ‘Roof Piece,’ No Roof Required",2020-04-07T15:24:57+0000,"Dancing;Brown, Trisha, Dance Co;Brown, Trisha;Roof Piece (Dance);SoHo (Manhattan, NY)",False,True
1776,Kennedy Center Drops Furlough of Musicians as They Accept Pay Cuts,2020-04-07T17:49:45+0000,"Classical Music;Coronavirus Aid, Relief, and Economic Security Act (2020);Wages and Salaries;Organized Labor;Coronavirus (2019-nCoV);Rutter, Deborah F;National Symphony Orchestra;Kennedy, John F, Center for the Performing Arts;United States Politics and Government",False,True
1777,Help Comes Hard for the Orchestra With No Home,2020-04-08T17:46:28+0000,"Classical Music;Coronavirus (2019-nCoV);Mahler Chamber Orchestra;Uchida, Mitsuko;ABBADO, CLAUDIO;Spain;Europe;Berlin (Germany);Italy;London (England);Netherlands",True,True
1778,Bernie Sanders Drops Out of 2020 Democratic Race for President,2020-04-08T15:21:33+0000,"Sanders, Bernard;Biden, Joseph R Jr;Democratic Party;Primaries and Caucuses;Presidential Election of 2020;United States Politics and Government",False,True
1779,Are Adults Living With Parents Making the Pandemic More Deadly?,2020-04-08T16:06:12+0000,Quarantines;Coronavirus (2019-nCoV);Parenting;Elderly;Epidemics;Deaths (Fatalities);Nursing Homes;Europe,False,True
1780,Pharmaceutical Profits and Public Health Are Not Incompatible,2020-04-08T09:00:19+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV);Remdesivir (Drug);Drugs (Pharmaceuticals);Inventions and Patents;Vaccination and Immunization;Epidemics;Innovation;Doctors Without Borders;Food and Drug Administration;Gilead Sciences Inc",False,True
1781,‘The Addams Family’ Musical Was Panned. Then It Became a Hit.,2020-04-07T14:00:08+0000,"Theater;Price, Eva;The Addams Family (Play);Elice, Rick;Hoffman, Jackie;Brickman, Marshall;Lippa, Andrew;Oken, Stuart",False,True
1782,Music Notes,2020-04-09T07:00:01+0000,,False,True
1783,Easter Delivery From Adam Leonti’s Latest Project,2020-04-07T14:31:48+0000,"Cooking and Cookbooks;Restaurants;Easter and Holy Week;Leonti, Adam;Coronavirus (2019-nCoV);Quarantines",False,False
1784,"In Wisconsin, Putting Lives at Risk to Vote",2020-04-07T18:36:28+0000,Wisconsin;Coronavirus (2019-nCoV);Elections,False,True
1785,"John Lewis, Civil Rights Leader, Endorses Biden",2020-04-07T09:30:07+0000,"Biden, Joseph R Jr;Lewis, John R;Presidential Election of 2020;Black People;United States Politics and Government;Primaries and Caucuses;Women and Girls;Vice Presidents and Vice Presidency (US);Endorsements;Democratic Party;Georgia;House of Representatives",False,True
1786,Watch: Scenes From the Wisconsin Elections,2020-04-07T23:23:58+0000,Coronavirus (2019-nCoV);Quarantines;Epidemics;Primaries and Caucuses;Wisconsin;Presidential Election of 2020;Voting and Voters,False,False
1787,How We Gather Digitally Now,2020-04-08T09:58:02+0000,"Passover;your-feed-selfcare;Parker, Priya;Zoom Video Communications",False,False
1788,"Angry Fans Say First the Concerts Were Canceled, Then the Refunds",2020-04-08T16:58:47+0000,Music;Pop and Rock Music;Consumer Protection;Live Nation Entertainment Inc;National Consumers League;Ticketmaster;StubHub;Coronavirus (2019-nCoV),False,False
1789,Chicago’s Jail Is Top U.S. Hot Spot as Virus Spreads Behind Bars,2020-04-08T22:22:54+0000,"Coronavirus (2019-nCoV);Quarantines;Prison Guards and Corrections Officers;Crime and Criminals;Rikers Island Prison Complex;Correction Department (NYC);Dart, Thomas J;Cook County (Ill)",False,False
1790,Help Comes Hard for the Orchestra With No Home,2020-04-08T17:46:28+0000,"Classical Music;Coronavirus (2019-nCoV);Mahler Chamber Orchestra;Uchida, Mitsuko;ABBADO, CLAUDIO;Spain;Europe;Berlin (Germany);Italy;London (England);Netherlands",False,False
1791,"In Trump’s Marathon Briefings, the Answers and the Message Are Often Contradictory",2020-04-08T22:39:40+0000,"Trump, Donald J;Coronavirus (2019-nCoV);World Health Organization;United States Politics and Government;Xi Jinping;Cuomo, Andrew M;China",False,False
1792,Bernie Sanders Drops Out of 2020 Democratic Race for President,2020-04-08T15:21:33+0000,"Sanders, Bernard;Biden, Joseph R Jr;Democratic Party;Primaries and Caucuses;Presidential Election of 2020;United States Politics and Government",False,True
1793,"Raising a Glass, Remotely",2020-04-08T09:00:31+0000,"Wines;Social Media;Travel and Vacations;Video Recordings, Downloads and Streaming;Napa (Calif);Sonoma County (Calif)",False,True
1794,"New & Noteworthy, From Walt Whitman to Harry Houdini",2020-04-07T11:50:26+0000,Books and Literature,False,True
1795,You Can Adapt It All,2020-04-08T14:30:01+0000,Cooking and Cookbooks,True,True
1796,"Happy 30th Anniversary, ‘Twin Peaks.’ Go Down the Rabbit Hole.",2020-04-08T09:15:29+0000,"Television;ABC INC;Showtime;MacLachlan, Kyle;Twin Peaks (TV Program);Twin Peaks: The Return (TV Program)",False,False
1797,John Prine’s 15 Essential Songs,2020-04-08T18:06:43+0000,"Folk Music;Pop and Rock Music;Prine, John;The Tree of Forgiveness (Album)",False,False
1798,How Has the Coronavirus Changed How You Use the Internet?,2020-04-09T12:23:19+0000,,True,True
1799,Poem: Fiction Versus Nonfiction,2020-04-09T05:42:26+0000,"Poetry and Poets;Beardslee, Lois",True,True
1800,The Pandemic Feeds Tech Companies’ Power,2020-04-08T16:43:13+0000,"Computers and the Internet;Coronavirus (2019-nCoV);Social Media;Videophones and Videoconferencing;ARTIFICIAL INTELLIGENCE;Merriam-Webster Inc;AMAZON.COM INC;Facebook Inc;Swisher, Kara",True,True
1801,"Outdoor Oysters and Beer? Still on Ice, With Summer Nowhere in Sight",2020-04-07T15:21:24+0000,"Summer (Season);Restaurants;Food;Festivals;Layoffs and Job Reductions;Celebrate Brooklyn (Festival);Labor and Jobs;Grand Banks (Boat Restaurant);Island Oyster (Governors Island, NY, Restaurant);Smorgasburg (Brooklyn Flea);Off the Grid Services LLC;New York City;United States;Coronavirus (2019-nCoV)",True,True
1802,Garlicky Braised Greens for When That Vegetable Craving Hits,2020-04-07T16:53:32+0000,Cooking and Cookbooks;Vegetables;Olive Oil;Garlic;Coronavirus (2019-nCoV);Quarantines,True,True
1803,Tiny Love Stories: ‘The Dumbest Fight I’ve Ever Been In’,2020-04-07T19:00:09+0000,Love (Emotion);Modern Love (Times Column);Dating and Relationships;Supermarkets and Grocery Stores;Passover,True,True
1804,"It’s a TikTok! No, It’s a Song! Drake and the Viral Feedback Loop",2020-04-07T15:54:51+0000,"Social Media;Rap and Hip-Hop;Dancing;TikTok (ByteDance);Drake (Rapper);Howard, Charlton (The Kid Laroi);Tyga;Toosie Slide (Song)",False,True
1805,Will Coronavirus Freeze the Search for Dark Matter?,2020-04-07T06:30:14+0000,"Dark Matter (Astronomy);Physics;Aprile, Elena;Laboratories and Scientific Equipment;Gran Sasso National Laboratory;Space and Astronomy;Coronavirus (2019-nCoV);Research;Italy;your-feed-science",False,True
1806,"Passover Goes On, With Screens",2020-04-07T17:00:08+0000,Passover;Coronavirus (2019-nCoV);Computers and the Internet;Jews and Judaism,False,True
1807,How Much Watching Time Do You Have This Weekend?,2020-04-09T21:56:04+0000,Television;Fleabag (TV Program);Insecure (TV Program);Baptiste (TV Program),False,True
1808,"Making Passover, Easter and Ramadan Digital This Year",2020-04-08T09:55:05+0000,Passover;Easter and Holy Week;Ramadan;Videophones and Videoconferencing;Computers and the Internet;Coronavirus (2019-nCoV);your-feed-selfcare;your-feed-internet-culture,False,False
1809,Our Best Easter Recipes,2020-04-07T01:59:57+0000,Cooking and Cookbooks;Recipes;Easter and Holy Week,False,False
1810,Chicago’s Jail Is Top U.S. Hot Spot as Virus Spreads Behind Bars,2020-04-08T22:22:54+0000,"Coronavirus (2019-nCoV);Quarantines;Prison Guards and Corrections Officers;Crime and Criminals;Rikers Island Prison Complex;Correction Department (NYC);Dart, Thomas J;Cook County (Ill)",False,True
1811,"Angry Fans Say First the Concerts Were Canceled, Then the Refunds",2020-04-08T16:58:47+0000,Music;Pop and Rock Music;Consumer Protection;Live Nation Entertainment Inc;National Consumers League;Ticketmaster;StubHub;Coronavirus (2019-nCoV),False,False
1812,C.D.C. Releases Early Demographic Snapshot of Worst Coronavirus Cases,2020-04-09T01:03:15+0000,"Centers for Disease Control and Prevention;Coronavirus (2019-nCoV);Black People;Population;AGE, CHRONOLOGICAL;Research;your-feed-healthcare",False,False
1813,The Farm-to-Table Connection Comes Undone,2020-04-09T14:48:44+0000,Agriculture and Farming;Shutdowns (Institutional);Restaurants;Local Food;Ranches;Coronavirus (2019-nCoV);Supermarkets and Grocery Stores;United States,False,False
1814,"With a Face Mask Photo, Melania Trump Highlights Her Husband’s Reluctance to Wear One",2020-04-09T22:21:51+0000,"Coronavirus (2019-nCoV);White House Building (Washington, DC);Masks;Twitter;Grisham, Stephanie;Trump, Donald J;Trump, Melania;United States Politics and Government",False,True
1815,"Iceland’s ‘Test Everyone’ Goal Has Skeptics, but It May Be Working",2020-04-09T18:17:25+0000,Tests (Medical);Coronavirus (2019-nCoV);Politics and Government;Ventilators (Medical);Shutdowns (Institutional);Quarantines;Medical Devices;Deaths (Fatalities);Hospitals;Travel and Vacations,True,True
1816,In Praise of Quarantine Clapping,2020-04-09T14:04:41+0000,"Coronavirus (2019-nCoV);Social Media;Hopkins, Katie Olivia (1975- );New York City",False,False
1817,‘Modern Family’ Goes In for a Group Hug,2020-04-09T13:03:17+0000,"Television;Modern Family (TV Program);Levitan, Steven E;Lloyd, Christopher (1960- )",False,False
1818,Coronavirus Turns Urban Life’s Roar to Whisper on World’s Seismographs,2020-04-08T19:17:51+0000,Earthquakes;Urban Areas;Coronavirus (2019-nCoV);Geology;Sensors;Research;Noise;your-feed-science,False,False
1819,Smokers and Vapers May Be at Greater Risk for Covid-19,2020-04-09T16:01:37+0000,your-feed-science;E-Cigarettes;Teenagers and Adolescence;Smoking and Tobacco;Coronavirus (2019-nCoV);Lungs,True,True
1820,Looking at the History of Viruses and Public Opinion,2020-04-09T09:00:05+0000,"Books and Literature;Writing and Writers;Kolata, Gina;Flu: The Story Of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It (Book)",False,False
1821,Watch These 12 Underseen Indie Movies on Hulu,2020-04-09T16:39:59+0000,Movies;Hulu.com;Beach Rats (Movie);Golden Exits (Movie);Knives and Skin (Movie);Little Woods (Movie);The Unicorn (Movie);The Standoff at Sparrow Creek (Movie);The Art of Self-Defense (Movie);Mister America (Movie);Luce (Movie);Lucky (Movie);Support the Girls (Movie);Skate Kitchen (Movie),False,False
1822,"Across the South, ‘Walking a Tightrope’ While Awaiting the Worst",2020-04-09T20:46:46+0000,Coronavirus (2019-nCoV);Health Insurance and Managed Care;Preventive Medicine;States (US);Rural Areas;Medicaid;Medicine and Health;Hospitals;Southern States (US);United States,True,True
1823,From Prominent Turkish Philanthropist to Political Prisoner,2020-04-09T12:50:08+0000,"Kavala, Osman;Turkey;Prisons and Prisoners;Philanthropy;Erdogan, Recep Tayyip;Coups D'Etat and Attempted Coups D'Etat",False,True
1824,"Sandra Santos-Vizcaino, Beloved Brooklyn Teacher, Dies at 54",2020-04-07T19:59:17+0000,"Education (K-12);Deaths (Obituaries);Coronavirus (2019-nCoV);Santos-Vizcaino, Sandra (1965-2020);Teachers and School Employees;Brooklyn (NYC)",False,False
1825,"Bodegas, Now More Than Ever",2020-04-09T12:16:46+0000,Convenience Stores;Supermarkets and Grocery Stores;Coronavirus (2019-nCoV);New York City,False,False
1826,Small-Business Aid Stalls in Senate as Democrats Demand More Funds,2020-04-09T15:53:52+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020);United States Politics and Government;Small Business;Federal Aid (US);United States Economy;Senate;McConnell, Mitch;Mnuchin, Steven T",True,True
1827,How to Make Hand Sanitizer in Bulk,2020-04-07T09:00:01+0000,"Protective Clothing and Gear;Hospitals;Cleansers, Detergents and Soaps;Coronavirus (2019-nCoV);World Health Organization;AFRICA",True,True
1828,Mississippi State Football Coach Must Visit Civil Rights Museum After Noose Tweet,2020-04-09T01:14:07+0000,"Football (College);Black People;Colleges and Universities;Coaches and Managers;Social Media;Football;Athletics and Sports;Lynching;Mississippi State University;Leach, Mike;Till, Emmett Louis;Mississippi",True,True
1829,Was Your State Ahead of the Coronavirus Curve?,2020-04-09T22:05:04+0000,"Inslee, Jay;Governors (US);Trump, Donald J;Cuomo, Andrew M;DeWine, Mike;Newsom, Gavin;Coronavirus (2019-nCoV);Epidemics;DeSantis, Ron;Ivey, Kay;Reeves, Tate (1974- );Beshear, Andrew G (1977- );Whitmer, Gretchen;Abbott, Gregory W (1957- );Stitt, Kevin",False,True
1830,"The U.S. Approach to Public Health: Neglect, Panic, Repeat",2020-04-09T09:00:18+0000,"Quarantines;Medicine and Health;Coronavirus (2019-nCoV);Tests (Medical);Ventilators (Medical);Food Contamination and Poisoning;Vaccination and Immunization;Epidemics;Protective Clothing and Gear;Centers for Disease Control and Prevention;Frieden, Thomas R;United States",True,True
1831,The Guy Who Turned Cuomo’s Inspiring Words into a Video,2020-04-09T14:30:09+0000,Coronavirus (2019-nCoV);Philanthropy,True,True
1832,"Matt Reeves on ‘The Batman,’ ‘Tales From the Loop’ and Other Surreal Worlds",2020-04-08T19:41:50+0000,"Movies;Television;Reeves, Matt (1966- );The Batman (Movie);Dawn of the Planet of the Apes (Movie);Tales From the Loop (TV Program)",True,True
1833,Fiction Podcasts to Get Lost In,2020-04-07T19:10:46+0000,Podcasts;Wooden Overcoats (Radio Program);Exeter (Radio Program);King Falls AM (Radio Program);We're Alive (Radio Program);Wolf 359 (Radio Program);Margaritas & Donuts (Radio Program);Childish: The Podcast Musical (Radio Program),False,True
1834,"Under Fire for Trades, Kelly Loeffler Says She Will Divest From Individual Stocks",2020-04-08T21:54:43+0000,"United States Politics and Government;Elections, Senate;Coronavirus (2019-nCoV);Stocks and Bonds;Senate;Loeffler, Kelly L;Collins, Douglas A (1966- );Burr, Richard M;Georgia",True,True
1835,"E.U. Backs Half-Trillion Euro Stimulus, but Balks at Pooling Debt",2020-04-09T23:19:05+0000,Coronavirus (2019-nCoV);Economic Conditions and Trends;European Union;Eurozone;Politics and Government;Europe;European Sovereign Debt Crisis (2010- ),False,True
1836,Coronavirus Is Threatening One of Government’s Steadiest Services: The Mail,2020-04-09T18:16:09+0000,"Postal Service and Post Offices;United States Politics and Government;Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV);Treasury Department;Postal Service (US);Federal Aid (US)",True,True
1837,"For Workers Over 50, a Job Without Benefits Spells Long-Term Trouble",2020-04-09T10:00:09+0000,"Labor and Jobs;Health Insurance and Managed Care;Careers and Professions;Pensions and Retirement Plans;Personal Finances;401(k), 403(b) and 457 Plans;Coronavirus (2019-nCoV);Munnell, Alicia H;Retirement;AGE, CHRONOLOGICAL;Center for Retirement Research at Boston College",False,True
1838,The T List: Five Things We Recommend This Week,2020-04-09T13:00:04+0000,"Art;Hair;Beauty Salons;Grilling (Cooking);Fashion and Apparel;Met Breuer;Taseer, Aatish",False,True
1839,Summer Heat May Not Diminish Coronavirus Strength,2020-04-08T21:25:38+0000,"Coronavirus (2019-nCoV);Epidemics;United States Politics and Government;Research;National Academies of the United States;National Academy of Sciences;Office of Science and Technology Policy;Trump, Donald J;Droegemeier, Kelvin;your-feed-healthcare;Summer (Season)",False,True
1840,"Making Passover, Easter and Ramadan Digital This Year",2020-04-08T09:55:05+0000,Passover;Easter and Holy Week;Ramadan;Videophones and Videoconferencing;Computers and the Internet;Coronavirus (2019-nCoV);your-feed-selfcare;your-feed-internet-culture,False,True
1841,Our Best Easter Recipes,2020-04-07T01:59:57+0000,Cooking and Cookbooks;Recipes;Easter and Holy Week,False,True
1842,"Matt Reeves on ‘The Batman,’ ‘Tales From the Loop’ and Other Surreal Worlds",2020-04-08T19:41:50+0000,"Movies;Television;Reeves, Matt (1966- );The Batman (Movie);Dawn of the Planet of the Apes (Movie);Tales From the Loop (TV Program)",False,True
1843,"Music, Theater and More to Experience at Home This Weekend",2020-04-09T17:15:59+0000,"Classical Music;Brooklyn Rider;Roberts, Matana;Beethoven, Ludwig van;Coronavirus (2019-nCoV);Comedy and Humor;Pop and Rock Music;Theater;Television;Children and Childhood;Web-Original Programming;Quibi Holdings LLC;Glazer, Ilana;Yang, Bowen (1990- );Smash (TV Program);Video Recordings, Downloads and Streaming;Chance the Rapper;Williams, Lucinda;Lizzo (1988- );22, A Million (Album)",False,True
1844,"In Scramble for Coronavirus Supplies, Rich Countries Push Poor Aside",2020-04-09T09:00:26+0000,Coronavirus (2019-nCoV);Third World and Developing Countries;Tests (Medical);Ventilators (Medical);Masks;Protective Clothing and Gear;Laboratories and Scientific Equipment;Shortages;International Trade and World Market;United States Politics and Government;Brazil;South Africa;AFRICA;United States;Latin America;Europe;European Union;Economic Conditions and Trends,False,False
1845,"In Ohio, the Amish Take On the Coronavirus",2020-04-09T21:32:14+0000,AMISH;Masks;Protective Clothing and Gear;Coronavirus (2019-nCoV);Quarantines;Cleveland Clinic;Ohio;Sugarcreek (Ohio);Holmes County (Ohio),False,True
