,headline,Date Published,keywords,Covid 1st keyword,Contains covid keyword
3213,Soccer the Sport Must Stop. Soccer the Business Probably Can’t.,2020-03-14T11:00:07+0000,Soccer;English Premier League;Coronavirus (2019-nCoV);Juventus (Soccer Team);Union of European Football Assns (UEFA),False,True
3214,Saudi Law Granted Women New Freedoms. Their Families Don’t Always Agree.,2020-03-14T09:00:18+0000,Women and Girls;Women's Rights;Gender;Families and Family Life;Muslim Veiling;Muslims and Islam;Saudi Arabia;Medina (Saudi Arabia);Riyadh (Saudi Arabia),False,False
3215,Justice Dept. Religious Freedom Training Spurs Concern Among Lawyers,2020-03-13T23:28:40+0000,"Religion-State Relations;Human Rights and Human Rights Violations;Discrimination;Freedom of Religion;United States Politics and Government;Civil Rights and Liberties;Homosexuality and Bisexuality;Transgender and Transsexuals;Justice Department;Barr, William P",False,False
3216,Helping Hands,2020-03-13T07:00:02+0000,,False,False
3217,Man Sentenced to 54 Years for Crash That Killed 3 Girl Scouts and a Mother,2020-03-14T23:32:48+0000,"Drunken and Reckless Driving;Hit-and-Run Drivers;Murders, Attempted Murders and Homicides;Girl Scouts;Wisconsin;Treu, Colten;Schneider, Sara Jo (d 2018);Hickle, Haylee J (d 2018);Helgeson, Autumn A (d 2018);Kelley, Jayna S (d 2018)",False,False
3218,Shutdowns Spread Across Europe as Spain and France Order Broad Restrictions,2020-03-14T19:32:37+0000,Coronavirus (2019-nCoV);Shutdowns (Institutional);Spain;France;Italy;Europe;Travel Warnings;Quarantines;Epidemics;Politics and Government,True,True
3219,What to Cook This Week,2020-03-15T14:30:00+0000,Cooking and Cookbooks,False,False
3220,‘We Found Our Groove in Splitting Up’,2020-03-13T04:00:07+0000,"Love (Emotion);Same-Sex Marriage, Civil Unions and Domestic Partnerships;Divorce, Separations and Annulments;Dating and Relationships",False,False
3221,Opioid Settlement Offer Provokes Clash Between States and Cities,2020-03-13T15:38:48+0000,your-feed-science;Opioids and Opiates;AMERISOURCEBERGEN CORP;Cardinal Health Inc;McKesson Corporation;Suits and Litigation (Civil);Drugs (Pharmaceuticals),False,False
3222,White House Pushes to Recover Americans Held Overseas,2020-03-13T09:00:23+0000,"Kidnapping and Hostages;United States International Relations;United States Politics and Government;United States Defense and Military Forces;Terrorism;Espionage and Intelligence Services;Murders, Attempted Murders and Homicides;Central Intelligence Agency;Defense Department;Islamic State in Iraq and Syria (ISIS);National Counterterrorism Center;State Department;Taliban;Assad, Bashar al-;Baghdadi, Abu Bakr al-;Foley, James (1973-2014);Levinson, Robert A;Mueller, Kayla (1988-2015);O'Brien, Robert C (1952- );Pompeo, Mike;Tice, Austin;Tice, Debra;Trump, Donald J;AFGHANISTAN;Syria",False,False
3223,"Andrew Gillum in Miami Beach Hotel Room as Man Overdosed, Police Say",2020-03-13T16:37:40+0000,"Gillum, Andrew;Politics and Government;Miami Beach (Fla)",False,False
3224,Afraid of Coronavirus? That Might Say Something About Your Politics,2020-03-13T09:00:32+0000,"Polls and Public Opinion;Coronavirus (2019-nCoV);Presidential Election of 2020;Democratic Party;Republican Party;Biden, Joseph R Jr;Sanders, Bernard;Trump, Donald J",False,True
3225,Full Appeals Court to Decide Whether Congress Can Sue Executive Branch,2020-03-14T00:05:21+0000,"United States Politics and Government;Constitution (US);Suits and Litigation (Civil);Presidents and Presidency (US);War and Emergency Powers (US);McGahn, Donald F II;Trump, Donald J;Russian Interference in 2016 US Elections and Ties to Trump Associates;Border Barriers;Special Prosecutors (Independent Counsel);House Committee on the Judiciary;Justice Department",False,False
3226,Stocks Rally as Trump and Business Leaders Pledge Support,2020-03-13T04:46:47+0000,Stocks and Bonds;Dow Jones Stock Average;Standard & Poor's 500-Stock Index;Coronavirus (2019-nCoV);Economic Conditions and Trends,False,True
3227,Alex Jones Is Told to Stop Selling Sham Anti-Coronavirus Toothpaste,2020-03-13T17:31:17+0000,"Coronavirus (2019-nCoV);Frauds and Swindling;Dietary Supplements and Herbal Remedies;Rumors and Misinformation;Counterfeit Merchandise;E-Commerce;AMAZON.COM INC;eBay Inc;Facebook Inc;Federal Trade Commission;Food and Drug Administration;Infowars;James, Letitia;Jones, Alex (1974- )",True,True
3228,"Corrections: March 14, 2020",2020-03-14T04:03:55+0000,,False,False
3229,"Quotation of the Day: Out With the Rats, In With the Butterflies",2020-03-14T10:34:05+0000,,False,False
3230,Schools Close Over Coronavirus Concerns,2020-03-14T13:15:45+0000,Teachers and School Employees;California;Coronavirus (2019-nCoV),False,True
3231,House Passes Coronavirus Relief After Democrats Strike Deal With White House,2020-03-13T18:50:20+0000,"Coronavirus (2019-nCoV);Democratic Party;House of Representatives;Trump, Donald J;United States Economy;United States Politics and Government;Pelosi, Nancy;Mnuchin, Steven T;Treasury Department;Paid Time Off;Unemployment Insurance;Food Aid;Tax Credits, Deductions and Exemptions",True,True
3232,‘The Hunt’ | Anatomy of a Scene,2020-03-13T14:49:51+0000,"Movies;The Hunt (Movie);Zobel, R Craig;Gilpin, Betty",False,False
3233,Did Sexism Doom Elizabeth Warren’s Bid?,2020-03-14T16:00:03+0000,"Warren, Elizabeth;Presidential Election of 2020;Women and Girls;Sanders, Bernard",False,False
3234,"For Many Athletes, Coronavirus Means the End of College Careers",2020-03-14T07:00:08+0000,Coronavirus (2019-nCoV);Basketball (College);NCAA Basketball Championships (Men);National Collegiate Athletic Assn,True,True
3235,"Finally, a Plan for New York’s Sidewalk Trash Bag Mountains",2020-03-13T18:48:25+0000,Waste Materials and Disposal;Rats;Sidewalks;Recycling of Waste Materials;Parking;New York City,False,False
3236,"An Important Year for Women’s Sports, Paused by Coronavirus",2020-03-14T07:00:07+0000,"Women and Girls;Coronavirus (2019-nCoV);Athletics and Sports;Huddle, Molly  (1984- );Ionescu, Sabrina (1997- );Knight, Hilary (1989- );Women's National Basketball Assn;National Women's Hockey League",False,True
3237,"Ready, Set … Get Slow!",2020-03-14T21:40:05+0000,"Crossword Puzzles;Nediger, Will (Crossword Constructor);Stark, Nancy (Crossword Constructor)",False,False
3238,"C.D.C.’s Dr. Robert Redfield Confronts Coronavirus, and Anger",2020-03-13T19:01:24+0000,"Redfield, Robert R;Centers for Disease Control and Prevention;Tests (Medical);Coronavirus (2019-nCoV);APPOINTMENTS AND EXECUTIVE CHANGES;United States Politics and Government;Medicine and Health;Epidemics;your-feed-healthcare",False,True
3239,"The Coronavirus Swamps Local Health Departments, Already Crippled by Cuts",2020-03-14T09:00:18+0000,Coronavirus (2019-nCoV);Budgets and Budgeting;States (US);Local Government;Medicine and Health;Disasters and Emergencies;Epidemics;Federal Budget (US),True,True
3240,Israel’s Coronavirus Crisis Lets Netanyahu Seize the Initiative,2020-03-13T18:35:38+0000,"Coronavirus (2019-nCoV);Politics and Government;Blue and White (Israeli Political Party);Likud Party (Israel);Gantz, Benny;Netanyahu, Benjamin;Israel;Jerusalem (Israel)",True,True
3241,Public School Is a Child’s Right. Should Preschool Be Also?,2020-03-15T09:00:05+0000,"Education (Pre-School);Child Care;Children and Childhood;Parenting;Sanders, Bernard;Warren, Elizabeth",False,False
3242,Fed Slashes Rates to Near-Zero and Unveils Sweeping Program to Aid Economy,2020-03-15T21:00:28+0000,"Federal Reserve System;Coronavirus (2019-nCoV);Trump, Donald J;United States Economy;Interest Rates;Banking and Financial Institutions;Shutdowns (Institutional);Powell, Jerome H;Quantitative Easing;Stimulus (Economic)",False,True
3243,Trump Declared an Emergency Over Coronavirus. Here’s What It Can Do.,2020-03-13T23:33:56+0000,"War and Emergency Powers (US);Coronavirus (2019-nCoV);Trump, Donald J;United States Politics and Government;Disasters and Emergencies;Epidemics;Health and Human Services Department;Law and Legislation",False,True
3244,Why America Will Never Get Medicare for All,2020-03-14T15:00:07+0000,"Race and Ethnicity;United States Politics and Government;Health Insurance and Managed Care;New Deal (1930's);Roosevelt, Franklin Delano",False,False
3245,A Complete List of Trump’s Attempts to Play Down Coronavirus,2020-03-15T22:32:30+0000,"United States Politics and Government;Coronavirus (2019-nCoV);Rumors and Misinformation;Deaths (Fatalities);Epidemics;Tests (Medical);Centers for Disease Control and Prevention;World Health Organization;Trump, Donald J;China;Infections",False,True
3246,The Christian Response to the Coronavirus: Stay Home,2020-03-14T15:00:08+0000,Black People;Christians and Christianity;Coronavirus (2019-nCoV);Hygiene and Cleanliness;Epidemics;Quarantines,False,True
3247,Dutch Golden Age Art Wasn’t All About White People. Here’s the Proof.,2020-03-13T08:39:01+0000,"Art;Black People;Slavery (Historical);van Rijn, Rembrandt Harmenszoon;Rembrandt House Museum;AMSTERDAM (NETHERLANDS);Netherlands",False,False
3248,"Social Distancing? You Might Be Fighting Climate Change, Too",2020-03-13T19:12:12+0000,Global Warming;Greenhouse Gas Emissions;Coronavirus (2019-nCoV);Environment,False,True
3249,The Stranded Stars of Wuhan F.C.,2020-03-13T22:31:04+0000,Coronavirus (2019-nCoV);Soccer;Wuhan Zall (Soccer Team);Wuhan (China);Spain,True,True
3250,"Weekly Health Quiz: Coronavirus, Aspirin and Immunity",2020-03-13T09:00:17+0000,Coronavirus (2019-nCoV);Epidemics;Aspirin;Medicine and Health,True,True
3251,The V.A. Prepares to Back Up a Health Care System Threatened by Coronavirus,2020-03-15T14:55:03+0000,"Coronavirus (2019-nCoV);Veterans Affairs Department;Veterans Health Administration;Disasters and Emergencies;Shortages;Veterans;Medicine and Health;Hospitals;United States Politics and Government;Trump, Donald J;United States;Stone, Richard A",True,True
3252,Efforts to Control the Coronavirus in the U.S. Could Get Even More Extreme,2020-03-13T09:00:24+0000,Coronavirus (2019-nCoV);Epidemics;Seattle (Wash);Washington (State);Shutdowns (Institutional);Quarantines;Travel Warnings;States (US);United States;United States Politics and Government,True,True
3253,What Is Your Reaction to the Latest News About the Coronavirus Outbreak?,2020-03-13T09:00:08+0000,Coronavirus (2019-nCoV),True,True
3254,How to Wash Your Hands,2020-03-13T18:24:12+0000,Coronavirus (2019-nCoV);Hygiene and Cleanliness;Respiratory Diseases,True,True
3255,The Rich Have a Coronavirus Cure: Escape From New York,2020-03-14T09:00:09+0000,New York City;Coronavirus (2019-nCoV);Second Homes and Non-Primary Residences;High Net Worth Individuals,False,True
3256,"Eric Taylor, Poetic Texas Singer-Songwriter, Is Dead at 70",2020-03-15T15:09:02+0000,"Taylor, Eric (1949-2020);Deaths (Obituaries);Music;Texas",False,False
3257,How to Protect Older People From the Coronavirus,2020-03-14T21:57:13+0000,your-feed-science;Coronavirus (2019-nCoV);Nursing Homes;Elderly;Epidemics;Home Health Care;Retirement Communities and Assisted Living;Telemedicine,False,True
3258,14 States Have Postponed Their Primaries Because of Coronavirus. Here’s a List.,2020-03-15T13:01:32+0000,ABSENTEE VOTING;Presidential Election of 2020;Primaries and Caucuses;Coronavirus (2019-nCoV);Nursing Homes;Louisiana;Wyoming,False,True
3259,Word + Quiz: archness,2020-03-13T06:00:01+0000,,False,False
3260,"Coronavirus, Markets, Italy: Your Friday Briefing",2020-03-13T05:31:24+0000,Coronavirus (2019-nCoV),True,True
3261,‘What’s the Right Thing to Do Here?’,2020-03-13T13:16:55+0000,California,False,False
3262,Rivers of New York City,2020-03-13T02:00:02+0000,"Crossword Puzzles;Eaton-Salners, Alex",False,False
3263,Learning to Live With the Coronavirus,2020-03-13T09:00:35+0000,"Epidemics;Coronavirus (2019-nCoV);Shutdowns (Institutional);Quarantines;Deaths (Fatalities);McNeil, Donald G Jr",False,True
3264,On Politics: ‘A Major War’,2020-03-13T11:00:09+0000,"Presidential Election of 2020;Coronavirus (2019-nCoV);Primaries and Caucuses;Democratic Party;Biden, Joseph R Jr;Sanders, Bernard;Trump, Donald J;United States Economy",False,True
3265,U.S. Soccer President Carlos Cordeiro Resigns,2020-03-13T01:29:24+0000,"Soccer;United States Soccer Federation;United States Women's National Soccer Team;Cordeiro, Carlos",False,False
3266,Past Issues of T Magazine,2020-03-13T23:00:27+0000,,False,False
3267,"What’s Going On in This Picture? | March 16, 2020",2020-03-15T21:00:02+0000,,False,False
3268,Love Letter: Life After ‘Love Is Blind’,2020-03-13T18:14:44+0000,Love (Emotion);Marriages;Coronavirus (2019-nCoV);Modern Love (Times Column),False,True
3269,"Coronavirus, Iraq, Pi Day: Your Friday Evening Briefing",2020-03-13T22:00:45+0000,,False,False
3270,‘Everything Is a Black Hole’: Mounting Dread in the Age of Coronavirus,2020-03-15T16:12:56+0000,"Coronavirus (2019-nCoV);Quarantines;Shutdowns (Institutional);Atlanta (Ga);Brooklyn (NYC);Harlem (Manhattan, NY);Financial District (Manhattan, NY);New Rochelle (NY);United States",True,True
3271,"Charles Wuorinen, Uncompromising Modernist Composer, Dies at 81",2020-03-13T21:53:55+0000,"Wuorinen, Charles;Deaths (Obituaries);Classical Music;Opera;Brokeback Mountain (Opera);Columbia University",False,False
3272,N.F.L. Players Vote Yes on New 10-Year Labor Deal,2020-03-15T14:20:53+0000,"Football;Organized Labor;National Football League;National Football League Players Assn;Okung, Russell (1987- );Smith, DeMaurice;Tretter, J C (1991- );Wages and Salaries",False,False
3273,The Manhattan Private School That Tore Itself Apart,2020-03-13T14:59:44+0000,"Private and Sectarian Schools;St Bernard's School (Manhattan, NY);Johnson, Stuart H III;Upper East Side (Manhattan, NY);High Net Worth Individuals;Boards of Directors;Education (K-12);Principals (School)",False,False
3274,Movie Crowds Stay Away. Theaters Hope It’s Not for Good.,2020-03-15T20:36:48+0000,Coronavirus (2019-nCoV);Movies;National Assn of Theater Owners;AMC Entertainment Holding Inc.;Cinemark Holdings Inc,True,True
3275,"Amid a Pandemic, Trump Moves Forward With Safety Net Cuts",2020-03-13T22:11:40+0000,"United States Politics and Government;Coronavirus (2019-nCoV);Welfare (US);Medicaid;Food Stamps;Poverty;Labor and Jobs;AGRICULTURE DEPARTMENT;Centers for Medicare and Medicaid Services;Perdue, Sonny;Trump, Donald J;Verma, Seema",False,True
3276,Georgia Postpones Its Primary as Virus Upends Voting,2020-03-14T23:18:16+0000,Primaries and Caucuses;States (US);Politics and Government;Coronavirus (2019-nCoV);Democratic Party;Georgia;Presidential Election of 2020,False,True
3277,The World Needs Masks. China Makes Them — But Has Been Hoarding Them.,2020-03-13T15:55:46+0000,China;International Trade and World Market;Protective Clothing and Gear;Masks;Shortages;Coronavirus (2019-nCoV);Factories and Manufacturing;3M Company,False,True
3278,A Bank in Midtown Is Cleaned Out of $100 Bills,2020-03-14T22:13:07+0000,Banking and Financial Institutions;Coronavirus (2019-nCoV);High Net Worth Individuals;Bank of America Corporation;Brink's Company,False,True
3279,The 2020 Campaign Is Over. The Coronavirus Campaign Just Started.,2020-03-15T16:24:44+0000,"Presidential Election of 2020;United States Politics and Government;Biden, Joseph R Jr;Biden, Jill Tracy Jacobs;Sanders, Bernard",False,False
3280,Bill Gates Stepping Down From Microsoft’s Board,2020-03-13T22:11:53+0000,"Gates, Bill;Microsoft Corp;Berkshire Hathaway Inc;Boards of Directors;APPOINTMENTS AND EXECUTIVE CHANGES;Computers and the Internet;Gates, Bill and Melinda, Foundation;Philanthropy",False,False
3281,"Le Bernardin, Daniel and Other Top New York Restaurants Temporarily Close",2020-03-13T19:22:25+0000,"Restaurants;Small Business;Chefs;Union Square Cafe (Manhattan, NY, Restaurant);Le Bernardin (Manhattan, NY, Restaurant);Gramercy Tavern (Manhattan, NY, Restaurant);Union Square Hospitality Group;New York City;Meyer, Danny;Ripert, Eric",False,False
3282,The Extended Travel Ban: What It Means for Air Travelers,2020-03-13T09:00:33+0000,"AIRLINES AND AIRPLANES;Prices (Fares, Fees and Rates);Coronavirus (2019-nCoV);States (US);European Union;Trump, Donald J;Europe",False,True
3283,Buying a Home During a Pandemic,2020-03-13T17:08:50+0000,Real Estate and Housing (Residential);Personal Finances;Coronavirus (2019-nCoV);Quicken Loans Inc,False,True
3284,"How to Fix Those Cracking, Crumbling Plaster Walls",2020-03-14T14:00:05+0000,Real Estate and Housing (Residential);Restoration and Renovation;Home Repairs and Improvements,False,False
3285,‘It’s Totally Ad Hoc’: Why America’s Virus Response Looks Like a Patchwork,2020-03-15T09:00:15+0000,Coronavirus (2019-nCoV);Quarantines;Federal-State Relations (US);States (US);Colleges and Universities;United States Politics and Government;Centers for Disease Control and Prevention;Medicine and Health;Education (K-12),True,True
3286,6 Podcasts for the Theater Buff,2020-03-13T14:00:07+0000,"Theater;Podcasts;McKellen, Ian;Miranda, Lin-Manuel;Tennant, David",False,False
3287,"The Man With 17,700 Bottles of Hand Sanitizer Just Donated Them",2020-03-15T23:01:28+0000,"Coronavirus (2019-nCoV);Cleansers, Detergents and Soaps;Stockpiling;AMAZON.COM INC;Colvin, Matt;Prices (Fares, Fees and Rates)",True,True
3288,"Charles Wuorinen, Uncompromising Modernist Composer, Dies at 81",2020-03-13T21:53:55+0000,"Wuorinen, Charles;Deaths (Obituaries);Classical Music;Opera;Brokeback Mountain (Opera);Columbia University",False,False
3289,Outfitting a Home for a Child on the Autism Spectrum,2020-03-13T13:30:08+0000,Real Estate and Housing (Residential);Children and Childhood;Autism;Interior Design and Furnishings;Brooklyn (NYC);Manhattan (NYC),False,False
3290,"A Sunday Without Church: In Crisis, a Nation Asks, ‘What Is Community?’",2020-03-15T23:35:14+0000,"Religion and Belief;Coronavirus (2019-nCoV);Prayers and Prayer Books;Christians and Christianity;Columbia (Md);Louisville (Ky);Raleigh (NC);Roman Catholic Church;United Methodist Church;Ridgewood Baptist Church (Louisville, Ky);Bridgeway Community Church (Columbia, Md);Wilson Temple United Methodist Church (Raleigh, NC);Minneapolis (Minn);Churches (Buildings)",False,True
3291,Outfitting a Home for a Child on the Autism Spectrum,2020-03-13T13:30:08+0000,Real Estate and Housing (Residential);Children and Childhood;Autism;Interior Design and Furnishings;Brooklyn (NYC);Manhattan (NYC),False,False
3292,David Chang Loves Beethoven’s Ninth (but Won’t Finish ‘Infinite Jest’),2020-03-13T14:00:05+0000,"Cooking and Cookbooks;Restaurants;Chang, David (Chef);Beethoven, Ludwig van;Infinite Jest (Book);Ugly Delicious (TV Program);Momofuku Ko (Manhattan, NY, Restaurant)",False,False
3293,"The Man With 17,700 Bottles of Hand Sanitizer Just Donated Them",2020-03-15T23:01:28+0000,"Coronavirus (2019-nCoV);Cleansers, Detergents and Soaps;Stockpiling;AMAZON.COM INC;Colvin, Matt;Prices (Fares, Fees and Rates)",True,True
3294,High Blood Pressure in Young Adulthood May Be Bad for Your Brain,2020-03-13T09:00:11+0000,"Blood Pressure;Brain;AGE, CHRONOLOGICAL",False,False
3295,"Can It Happen Here? In ‘The Plot Against America,’ It Already Did",2020-03-15T14:00:03+0000,"Television;Kazan, Zoe;Ryder, Winona;Simon, David (1960- );Spector, Morgan;The Plot Against America (TV Program);Home Box Office",False,False
3296,"As China Cracks Down on Coronavirus Coverage, Journalists Fight Back",2020-03-14T09:00:18+0000,"China;News and News Media;Politics and Government;Coronavirus (2019-nCoV);Censorship;Freedom of Speech and Expression;Epidemics;Communist Party of China;Caixin;Beijing News, The;Wuhan (China)",False,True
3297,"When Tom Hanks, Hollywood’s Everyman, Gets Coronavirus",2020-03-13T00:22:26+0000,"Hanks, Tom;Wilson, Rita;Coronavirus (2019-nCoV);Celebrities;ACTORS AND ACTRESSES;Quarantines",False,True
3298,"Searching for Candor in a Dreary, Uncertain and Dishonest Time",2020-03-13T16:06:39+0000,Civilian Casualties;United States Defense and Military Forces;World War II (1939-45);Holocaust and the Nazi Era;Defense Department;Japan,False,False
3299,How the Coronavirus Is Changing Everything,2020-03-13T18:03:34+0000,"Coronavirus (2019-nCoV);Trump, Donald J;United States Politics and Government",True,True
3300,Past Issues of T Magazine,2020-03-13T23:00:27+0000,,False,False
3301,"What’s Going On in This Picture? | March 16, 2020",2020-03-15T21:00:02+0000,,False,False
3302,The Mystery of the Missing Bus Riders,2020-03-13T09:00:02+0000,Buses;Urban Areas;Transit Systems;AREA PLANNING AND RENEWAL;Car Services and Livery Cabs,False,False
3303,"With Masters Postponed, Not Canceled, Golfers Hope for a Do-Over",2020-03-13T14:25:17+0000,Golf;Masters Golf Tournament,False,False
3304,"E.U. to Offer 2,000 Euros to Migrants in Greece to Go Home",2020-03-13T13:36:43+0000,"Immigration and Emigration;Asylum, Right of;European Union;Greece;Middle East and Africa Migrant Crisis;Refugees and Displaced Persons",False,False
3305,Administration Offers Guidance to Schools as They Shut Down on Their Own,2020-03-13T22:53:24+0000,Coronavirus (2019-nCoV);Education (K-12);Shutdowns (Institutional);Teachers and School Employees;Quarantines;Federal-State Relations (US);States (US);Centers for Disease Control and Prevention;Education Department (US);United States Politics and Government;Illinois,True,True
3306,"Coronavirus in N.Y.C.: Pressure to Close School System, Nation’s Largest",2020-03-13T14:10:39+0000,"Coronavirus (2019-nCoV);Shutdowns (Institutional);Education (K-12);Epidemics;de Blasio, Bill;New York City",True,True
3307,How the Coronavirus Is Changing Everything,2020-03-13T18:03:34+0000,"Coronavirus (2019-nCoV);Trump, Donald J;United States Politics and Government",True,True
3308,Biden Builds a Lead as Sanders Presses On: This Week in the 2020 Race,2020-03-14T09:00:21+0000,"Presidential Election of 2020;Primaries and Caucuses;Coronavirus (2019-nCoV);Debates (Political);Speeches and Statements;Biden, Joseph R Jr;Sanders, Bernard;Democratic Party;United States Politics and Government;Trump, Donald J",False,True
3309,Rushing to Refinance Your Mortgage: 6 Tips and What to Avoid,2020-03-13T17:19:41+0000,Mortgages;Real Estate and Housing (Residential);Personal Finances,False,False
3310,What It’s Like to Get Coronavirus on a Cruise Ship,2020-03-13T09:00:21+0000,Coronavirus (2019-nCoV);Quarantines;Japan,True,True
3311,We Need Real Economic Stimulus,2020-03-14T19:00:07+0000,"United States Politics and Government;United States Economy;Interest Rates;Infrastructure (Public Works);Coronavirus (2019-nCoV);Trump, Donald J",False,True
3312,Ticketholders Seek Refunds as Coronavirus Prompts Mass Cancellations,2020-03-14T17:57:06+0000,Coronavirus (2019-nCoV);Customer Relations;Theater;Music;Travel and Vacations;South by Southwest Music and Media Conference;Coachella Valley Music and Arts Festival;Festivals;Cruises;Hotels and Travel Lodgings;AMUSEMENT AND THEME PARKS;Boston Marathon;Airbnb;Cunard Line Ltd;StubHub;Shubert Organization;TKTS Booth (NYC);Walt Disney Company;World Health Organization;United States,True,True
3313,"Spring Break Was in Full Mode, And Then It Got Canceled.",2020-03-13T19:29:26+0000,Quarantines;Colleges and Universities;Coronavirus (2019-nCoV);Travel and Vacations;Beaches;Fort Lauderdale (Fla);Florida;Miami Beach (Fla),False,True
3314,These Lab Animals Will Help Fight Coronavirus,2020-03-14T14:47:40+0000,Mice;Coronavirus (2019-nCoV);SARS (Severe Acute Respiratory Syndrome);Jackson Laboratory;United States;Vaccination and Immunization;Research;Medicine and Health,False,True
3315,2 New York State Lawmakers Test Positive for Coronavirus,2020-03-14T12:36:00+0000,Coronavirus (2019-nCoV);New York State;New York City,True,True
3316,Coronavirus in N.Y.: Riders Ditch the Subway as Fear Spreads,2020-03-13T09:00:11+0000,Citi Bike;Metro-North Commuter Railroad;Metropolitan Transportation Authority;New Jersey Transit;New York City Transit Authority;New York City,False,False
3317,An Isolation Center Opened to Protect People From Coronavirus. Then Someone Wandered Out.,2020-03-14T00:00:55+0000,Homeless Persons;Coronavirus (2019-nCoV);Quarantines;KING COUNTY (WASH);Seattle (Wash),False,True
3318,Bill Gates Stepping Down From Microsoft’s Board,2020-03-13T22:11:53+0000,"Gates, Bill;Microsoft Corp;Berkshire Hathaway Inc;Boards of Directors;APPOINTMENTS AND EXECUTIVE CHANGES;Computers and the Internet;Gates, Bill and Melinda, Foundation;Philanthropy",False,False
3319,What’s on TV Saturday: ‘Hobbs & Shaw’ and ‘Funny Women’,2020-03-14T05:00:06+0000,Movies;Television;Fast & Furious presents: Hobbs & Shaw (Movie);Seasonal Wonderlands (TV Program);Funny Women of a Certain Age (TV Program);Jay and Silent Bob Reboot (Movie),False,False
3320,How a Harlem Chef Spends His Sundays,2020-03-13T09:00:18+0000,"Smalls, Alexander;Cooking and Cookbooks;Cecil (Manhattan, NY, Restaurant);Harlem (Manhattan, NY)",False,False
3321,Coronavirus in N.Y.: Will a Surge in Patients Overwhelm Hospitals?,2020-03-14T09:00:09+0000,Coronavirus (2019-nCoV);New York City;Hospitals;Emergency Medical Treatment;Epidemics;Shortages,True,True
3322,Inside the Most Secret Place at Guantánamo Bay,2020-03-14T14:29:43+0000,"Guantanamo Bay Naval Base (Cuba);Detainees;Torture;United States Defense and Military Forces;September 11 (2001);Central Intelligence Agency;United States Army;United States Navy;Mohammed, Khalid Shaikh;Zubaydah, Abu;Iraqi, Abdul Hadi al-",False,False
3323,Getting The New York Times Magazine to Jump Off the Page,2020-03-14T09:00:07+0000,"Magazines;Pop and Rock Music;New York Times;Google Inc;Video Recordings, Downloads and Streaming;Computers and the Internet;Music;Spotify;Eilish, Billie;Lil Nas X (Rapper);Lizzo (1988- );Megan Thee Stallion (Rapper);Silverstein, Jake (1975- );Smith, Danyel;Straus, Mikaela (King Princess);Truth Hurts (Song)",False,False
3324,They Ordered Her to Be a Suicide Bomber. She Had Another Idea.,2020-03-13T09:00:46+0000,Boko Haram;Women and Girls;Kidnapping and Hostages;Terrorism;Bombs and Explosives;Maiduguri (Nigeria);Nigeria,False,False
3325,Trump’s False Claims About His Response to the Coronavirus,2020-03-14T00:52:43+0000,"Coronavirus (2019-nCoV);Trump, Donald J;United States Politics and Government;Tests (Medical);Epidemics;Swine Influenza;Telemedicine;Medicine and Health;Centers for Disease Control and Prevention;Centers for Medicare and Medicaid Services;Food and Drug Administration;Computers and the Internet;Google Inc;Travel Warnings;Europe;Student Loans",True,True
3326,The Financial Blow of the Coronavirus on Sports,2020-03-14T12:00:07+0000,Stadiums and Arenas;NCAA Basketball Championships (Men);Assn of Tennis Professionals;Major League Baseball;Major League Soccer;National Basketball Assn;National Football League;National Hockey League;PGA Tour Inc;Basketball;Basketball (College);Soccer;Baseball;Golf;Football;Tennis;Finances,False,False
3327,"Young, Confident and Flying, Virus Be Damned",2020-03-13T19:54:29+0000,"Budget Travel;Coronavirus (2019-nCoV);Travel and Vacations;Telecommuting;AIRLINES AND AIRPLANES;Prices (Fares, Fees and Rates)",False,True
3328,Love Letter: Life After ‘Love Is Blind’,2020-03-13T18:14:44+0000,Love (Emotion);Marriages;Coronavirus (2019-nCoV);Modern Love (Times Column),False,True
3329,"Coronavirus, Iraq, Pi Day: Your Friday Evening Briefing",2020-03-13T22:00:45+0000,,False,False
3330,"Dana Zatopkova, Champion Javelin Thrower, Is Dead at 97",2020-03-13T15:18:34+0000,"Zatopkova, Dana;Deaths (Obituaries);Track and Field;Olympic Games (1952);Zatopek, Emil;Javelin Throw;Czechoslovakia",False,False
3331,Coronavirus Has Already Muted One of N.Y.’s Rowdiest Night Life Areas,2020-03-15T09:00:30+0000,"Bars and Nightclubs;Small Business;Lower East Side (Manhattan, NY);Quarantines;your-feed-onlyinnewyork",False,False
3332,"Analysis of the Biden vs. Sanders Debate, March 15",2020-03-15T23:41:07+0000,"Presidential Election of 2020;Debates (Political);Biden, Joseph R Jr;Sanders, Bernard;Democratic Party",False,False
3333,David Chang Loves Beethoven’s Ninth (but Won’t Finish ‘Infinite Jest’),2020-03-13T14:00:05+0000,"Cooking and Cookbooks;Restaurants;Chang, David (Chef);Beethoven, Ludwig van;Infinite Jest (Book);Ugly Delicious (TV Program);Momofuku Ko (Manhattan, NY, Restaurant)",False,False
3334,A Bank in Midtown Is Cleaned Out of $100 Bills,2020-03-14T22:13:07+0000,Banking and Financial Institutions;Coronavirus (2019-nCoV);High Net Worth Individuals;Bank of America Corporation;Brink's Company,False,True
